data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
17034,11-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Milenio,"On 11 August 2020, in Azcapotzalco area of Mexico City, at least 39 women demonstrated in front of the Central Prosecutor's Office for the Investigation of Crimes of Homicide demanding progress in the investigation of the case of the killing of a woman five years ago. [size=at least 39]",0,1612548699
17036,11-Aug-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,La Silla Rota,"On 11 August 2020, in Gustavo A. Madero, Ciudad de Mexico, two armed men attacked a worker of the city hall. Allegedly the attack could be related to the work of the victim as a supervisor in charge of controlling and closing down stores during the suspension of activities caused by the coronavirus pandemic. The victim was injured. 1 injured.",0,1612548699
17044,11-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Siglo de Durango,"On 11 August 2020, in Cuauhtemoc area of Mexico City, artists belonging to the Resistencia Artistica Nacional (National Artistic Resistance) demonstrated to ask for support to deal with the economic crisis resulting from the closure of businesses to prevent the spread of the coronavirus. The demonstrations called for the reopening of theatres, to be involved in the design of cultural sector budgets, and direct aid to artists. [size=no report]",0,1612548699
17097,11-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 11 August 2020, in Cuauhtemoc area of Mexico City, merchants from the municipality of Azcapotzalco blocked several avenues in Colonia Santa Maria de la Ribera to demand spaces where they could sell their products and generate income since they have been unable to do so due to the coronavirus. [size=no report]",0,1612548699
17120,10-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 10 August 2020, in Cuauhtemoc area of Mexico City, hundreds of employees of the Cruz Azul cement company demonstrated in front of the National Palace to protest against an investigation launched against the company that caused its temporary closure. [size=hundreds]",0,1612548699
17131,10-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),CNTE: National Coordination of Education Workers; Teachers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Riodoce,"Around 10 August 2020 (as reported), in Cuauhtemoc area of Mexico City, a group of normalists teachers affiliated to the CNTE began a sit-in in front of the National Palace to demand the fulfilment of the agreements to allocate places to normalists graduating from the 2019 and 2020 years. The demonstrators also demanded the release of political prisoners and the payment of arrears to teachers with temporary contracts. [size=no report]",0,1612548699
17145,10-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 10 August 2020, in Cuauhtemoc area of Mexico City, relatives of an underage woman who has been missing since 24 July held a march to demand an expedited search for the missing child. [size=hundreds]",0,1612548699
17160,10-Aug-20,2020,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,La Silla Rota,"Around 10 August 2020 (as reported), in Iztapalapa area of Mexico City, allegedly after stealing from a woman, a man was beaten by several people in Colonia Progresista. The police prevented the lynching and the man was arrested. [size=no report]",0,1612548699
17256,9-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),FRENA: National Front Against AMLO,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Zeta Tijuana; La Silla Rota,"On 9 August 2020, in Cuauhtemoc area of Mexico City, members of FRENA demonstrated to demand the resignation of the Mexican president and to denounce the poor management of the coronavirus pandemic. [size=no report]",0,1612548699
17258,9-Aug-20,2020,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio; Noroeste,"On 9 August 2020, in Cuauhtemoc area of Mexico City, health workers held a march to demand respect for their profession and to call for an end of attacks targeting them due to their proximity with the coronavirus and to demand medical supplies to deal with the pandemic. The protesters also demanded the release of a doctor who was arrested in Chiapas for alleged abuse of power. [size=no report]",0,1612548699
